,Vaccination-Sentiment,user,text,user_description,location,country_code,long,latt,source,user_mentions,retweet_count
979,1,Darla Buhler,World Renowned Genetics Doctor Sees Relationship Between Fetal Cells Used in Vaccines and Increasing Autism Rates https://t.co/ZV2eU6A4vp,,"Bremerton, WA",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
980,1,Derek,"Worlds Leading Expert In Aluminum Toxicology Makes It Clear Why Its A Problem, Even In Vaccines https://t.co/kaOLDLzVWu",,"Fresno, CA",,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
981,1,BRINGDOWNGOVERNMENT!,"""Warning: Some people may find the information in this article disturbing and the images graphic.

Every year,... https://t.co/1BEo8jQgrx",,"Sydney, Australia",,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
982,1,sleeper8,#Gardasil #HPVjab #Cervarix #VaccinesKill #vaccines https://t.co/tuKUxv81f5,,,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
983,1,Phillip Ruth,#novaccines #vaccineinjury #vaccines  https://t.co/l57YPa94h5,,United States,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
984,1,JJ@littlewillages,#OpioidAwareChat Same doctors that pushed opiates are pushing vaccines and other drugs dictated by insurance companies. #StopTheMadness,,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
985,1,Rohan McLeod,"This is so wrong!
People should have a right to refuse to take or let their children get vaccines.

My point is... https://t.co/wAnquuEx43",,,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
986,1,Earth. We are one.,This is unbelievable. https://t.co/klfH4dCgRW,,,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],1
987,1,Jill,Toxicologist Explains Why Vaccine Injuries Happen https://t.co/5ss4x7GgP8,,,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
988,1,Ed Weird,"umm, this makes me trust no one https://t.co/7Bnw7YO4HM",,"Vermont, USA",,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
989,1,Norma Gay,Vaccine mandates are NOT about vaccines... the state wants to OWN your b... https://t.co/nVmt9PYorN via @YouTube,,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [104, 112]}]",0
990,1,Ema petersom,Vaccines All Contaminated with Cancer-Causing Toxins  New Study https://t.co/MtxZEgmYmx,,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],1
991,1,Christopher Burrell,Vaccines Revealed  FREE | Vaccines Revealed https://t.co/zURPOVOsvP,,Antartica,,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",[],0
992,1,Bil Morgan,Vaccines Revealed  FREE https://t.co/a79l10F64F via @,,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
993,1,FumbleBee,Vaccines spiked with sterilization chemical - Health Ranger Report https://t.co/pCCfyyzyJw via @YouTube,,New Zealand,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [95, 103]}]",0
994,1,Taylor ?,"There are literally people that get PAID to ""defend"" vaccines on a fake social media account. They really are desperate. &amp; there is no point",,,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
995,1,Hannibal Barca ?,They really neutralized a whole generation wit vaccines ?????,,On the 2nd lap ,,,,"<a href=""http://tweetlogix.com"" rel=""nofollow"">Tweetlogix</a>",[],0
996,1,TODD PERRY,This combined with staying away from ALL vaccines WILL give your child the best chance! https://t.co/p6lVnbGXFO,,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
997,1,Tom Edison,This is all part of the NWO agenda 2 weaken America as much as possible_NWO is also behind the CHEMTRAILS &amp; Tainted https://t.co/pDA1cik3XU,,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
998,1,Giovanni Vignoli,#vaccines #vacciniobbligatori #gravidanza https://t.co/qCR5KhTDZN,,Italy,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],0
999,1,Glen Tello,"That's where Bill Gates comes in, promoting one shot for all vaccine. Then they will make it mandatory. https://t.co/oS1u138lAj",,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
1000,1,dan torre,The 7 Most Dangerous Vaccines Injected Into Humans and Exactly Why They Cause More HARM Than Good https://t.co/8iU9lKsk6N,,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
1001,1,Truth Uncensored,The 7 Most Dangerous Vaccines Injected Into Humans and Exactly Why They Cause More HARM Than Good https://t.co/NXgzq7wnlr,,,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
1002,1,elmo maree,The 7 Most Dangerous Vaccines Injected Into Humans and Exactly Why They Cause More HARM Than Good https://t.co/SDPwokBAUv,,Wellington za,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
1003,1,Cognizant Report,The Role Of Aluminum In Changing Human Biology To Accept The Ionized Atmosphere We Live In: Part 1 Vaccines https://t.co/ZmmM6hLGoh,,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],2
1004,1,GraceBotelho,The Truth About Vaccines Docu-series - Episode 1 | Robert F. Kennedy Jr ... https://t.co/Nh3DslTiZE via @YouTube,,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [104, 112]}]",0
1005,1,RADIO GAULE,The Truth About Vaccines Docu-series - Episode 1 | Robert F. Kennedy Jr ... https://t.co/p90OYPfQWD via @YouTube,,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [104, 112]}]",0
1006,1,Rachel Anderson,The Truth About Vaccines Docu-series - Episode 1 | Robert F. Kennedy Jr ... https://t.co/Wm3LTIkB9r,,,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
1007,1,73Rocket,The Truth About Vaccines Sneak Peek || History of Vaccines | Vaccine Saf... https://t.co/MalVOq38vi via @YouTube,,Songhees Nation.,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [104, 112]}]",0
1008,1,73Rocket,The Truth About Vaccines Sneak Peek || History of Vaccines | Vaccine Saf... https://t.co/MalVOqkJTS via @YouTube,,Songhees Nation.,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [104, 112]}]",0
1009,1,Ulessee Pittman,"The truth about vaccines. This is
very shocking and disturbing. #health #fit
https://t.co/mXf8vFhvpA https://t.co/YZgnBCGfFX",,,,,,"<a href=""http://socialserver.net"" rel=""nofollow"">SocialMediaServer</a>",[],0
1010,1,Stephen Beard,The vaccine itself isn't the problem... it's the additives. https://t.co/ddexwjijak,,,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
1011,1,Ronald Vermeij,"#Vaccines were not intended to cure you at all #healthcare #scam 
https://t.co/wo3JolTBoC",,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],1
1012,1,Anthony W Achilles,"#vaxxed #vaccineinjury #health #hpv #mmr #antivax #hearthiswell 
#organic #vaccines https://t.co/aixDB5EXTy",,,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",[],1
1013,1,Karen Hartman,. https://t.co/YYCfXfAdkb,,NJ,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],0
1014,1,TheSaveTheWorldArmy,?6 VACCINES AT ONCE! ATTEMPTED MURDER BY GOVERNMENT!: https://t.co/8PXCrvyKWt via @YouTube,,,,,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [82, 90]}]",1
1015,1,Steve Zychal,@6abc Vaccines are not safe watch Robert Dineros movie Vaxxed and wake up,,"Chicago, IL",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': '6abc', 'name': 'Action News on 6abc', 'id': 18391051, 'id_str': '18391051', 'indices': [0, 5]}]",0
1016,1,Karmamillionaire,@6under1ground8 Not to mention our food not being food at all. And vaccines causing cancer instead of helping the individual,,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': '6under1ground8', 'name': 'M£J0 ? J@¥J0', 'id': 304853494, 'id_str': '304853494', 'indices': [0, 15]}]",0
1017,1,G. SEGUI,@ABC She knows the truth about  vaccines . Good for her  ??????,,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'ABC', 'name': 'ABC News', 'id': 28785486, 'id_str': '28785486', 'indices': [0, 4]}]",0
1018,1,Michael Bryson,"@abcnews its actually only for last 10yrs. 
Vaccines havent worked and will continue to give false hope.",,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'abcnews', 'name': 'ABC News', 'id': 2768501, 'id_str': '2768501', 'indices': [0, 8]}]",0
1019,1,Mirka,"@abcnews Vaccines won't help. Stay away from sick people, esp when your immune system isn't well or when you're exp https://t.co/i3KRWw4tHJ",,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'abcnews', 'name': 'ABC News', 'id': 2768501, 'id_str': '2768501', 'indices': [0, 8]}]",0
1020,1,Mark,@abcnewsMelb @abcnews Why are we so obsessed with diseases that we have so called vaccines for. Where's the discuss https://t.co/JBwSRMah9w,,,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'abcnewsMelb', 'name': 'ABC News Melbourne', 'id': 16216152, 'id_str': '16216152', 'indices': [0, 12]}, {'screen_name': 'abcnews', 'name': 'ABC News', 'id': 2768501, 'id_str': '2768501', 'indices': [13, 21]}]",0
1021,1,? makayla,RT @Divergent90: Dr's baby dies after vaccines #vaccines #health #divergent #death #falseflag #wakeup https://t.co/fD6drKiJYy,- ??? ??- time to get spoopy,?lv ,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'Divergent90', 'name': '?Divergent', 'id': 884716599399370752, 'id_str': '884716599399370752', 'indices': [3, 15]}]",8
1022,0,SH,RT @Medscape: Adults who avoid #vaccines cost US economy $7 billion last year due to preventable illness. https://t.co/beTh9hkNRB https://t,- Ex Sandmann  - Typ-D Notfallmediziner - Hobbypsychiater - Krankenhaustester -,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'Medscape', 'name': 'Medscape', 'id': 16892009, 'id_str': '16892009', 'indices': [3, 12]}]",51
1023,1,Åñ][)£®$?,https://t.co/6ITwPiNrRK, ''There's many a slip 'twix the cup and the lip.''???(?_?)???? Makavelian Souljah Force,where ever i lay my head ?,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],0
1024,0,Sonny,"RT @sabinvaccine: Vaccines are ""only as useful as we, as a society, take advantage of them"" -@SecPriceMD, encouraging Americans to #fightfl",""" Rejoice O young man in thy youth ...."" -Opening scene in Platoon",,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'sabinvaccine', 'name': 'Sabin Vaccine Inst.', 'id': 106517342, 'id_str': '106517342', 'indices': [3, 16]}, {'screen_name': 'SecPriceMD', 'name': 'Tom Price, M.D.', 'id': 829782369670410240, 'id_str': '829782369670410240', 'indices': [93, 104]}]",8
1025,0,olive,RT @DocBastard: Bullshit. Vaccines prevent several deadly and/or debilitating diseases that do not discriminate based on dietary choices. @,"""And God said, ""love your enemy."" so I obeyed and loved myself.""",,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'DocBastard', 'name': 'Doc Bastard', 'id': 468669904, 'id_str': '468669904', 'indices': [3, 14]}]",107
1026,0,Shope @ Furpoc!,RT @weird_sci: The doctor who claimed a link between autism and vaccines fabricated his data and had his medical license revoked. https://t,"""Artist""?Furry Trash?Vulture Culture? Female?ISFP?Usually awkward and generally confused. Jackalopes are perfect, you can call me Shope. Icon by SnoConeGlobe!",Earth,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'weird_sci', 'name': 'Weird Science', 'id': 378204367, 'id_str': '378204367', 'indices': [3, 13]}]",1082
1027,1,I,"RT @DrEowyn: New study finds aluminum in vaccines triggers autism, esp. in boys https://t.co/gG0fdHFZPl https://t.co/4Qj82iyAT2","""Father, forgive them, for they do not know what they are doing."" - Luke 23:34 (Vader, vergeef hun, want ze weten niet wat ze doen.""  - Lucas 23:34)",,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'DrEowyn', 'name': 'Eowyn', 'id': 1341962646, 'id_str': '1341962646', 'indices': [3, 11]}]",2
1028,1,Liberty Lover,"Newly Discovered Causes of #Autism Ignored 
https://t.co/zxaZSXdMW2

#Aluminum #Vaccines","""I have sworn upon the altar of God, eternal hostility against every form of tyranny over the mind of man.""  ~  Thomas Jefferson",Constitutional Republic of the United States of America  ,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],0
1029,1,Lustitia,RT @DavidWolfe: Doc Blows the Whistle on Vaccines: Healthy? Why Are They Forced On Us? #ScientismClergy worried about their future https://,"""In the end, nobody wins unless everybody wins"".
Believe in social equality.
?","North East, England",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'DavidWolfe', 'name': 'David Wolfe', 'id': 15328881, 'id_str': '15328881', 'indices': [3, 14]}]",17
1030,0,Lilach Marom,"RT @ibavli: Despite the fact that there is no link btwn vaccines and autism, anti-vaccine tweets became more common nationwide. @decustecu","""Its not you  the world has become more complex."" 
Using Twitter to catch up.","Vancouver, British Columbia",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'ibavli', 'name': 'Itai Bavli', 'id': 30304483, 'id_str': '30304483', 'indices': [3, 10]}, {'screen_name': 'decustecu', 'name': 'Dominik Stecu?a', 'id': 26757633, 'id_str': '26757633', 'indices': [128, 138]}]",1
1031,1,Elle Eff,RT @HealthRanger: Are vaccines actually causing more disease? https://t.co/2Kn1lLCJsM #vaccinedangers #dangerousmedicine,"""It's a crazy, mixed-up world."" ~Mama ""Be good."" ~Daddy",#PrayForTheWorld ??,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'HealthRanger', 'name': 'HealthRanger', 'id': 15843059, 'id_str': '15843059', 'indices': [3, 16]}]",102
1032,1,"Little,KP",And let's not forget all the mercury in the numerous vaccines - many of which are compulsory now. https://t.co/xhzCgV4Yq2,"""Let the Plan of Love and Light work out."" Love thy planet as thyself.  All remarks my own unless in quote marks.",,,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",[],0
1033,1,Cerebral,"RT @NightStar44: Australia...where forced vaccines are the norm.
Flu outbreak rampant.
Young woman dies from the SHOT.
Madness.
https://t.c","""Life is harder when you complicate the simple things. Enjoy what you have and live your life.""",Arizona,,,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","[{'screen_name': 'NightStar44', 'name': 'Trust45 ??????', 'id': 87403565, 'id_str': '87403565', 'indices': [3, 15]}]",2
1034,0,Sarah Allison Miller,RT @weird_sci: The doctor who claimed a link between autism and vaccines fabricated his data and had his medical license revoked. https://t,"""Look at that dog!"" -me | peachy memes | confused IST student | Penn State University class of 2018 or 2019 or whenever | ????????","State College, PA",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'weird_sci', 'name': 'Weird Science', 'id': 378204367, 'id_str': '378204367', 'indices': [3, 13]}]",1082
1035,1,Sophia Mahmud.MD.,"RT @LotusOak: Episode 1: History of #Vaccines, #Smallpox, Vaccine #Safety &amp; Current #CDC Schedule

https://t.co/MbPxNvRsJr
#TTAV https://t.","""MY LIFE- MY RULES""---All Tweets are my opinions only. RTs - r not endorsements.   "" LIONS DONT LOSE SLEEP OVER THE OPINIONS OF SHEEP""",United States,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'LotusOak', 'name': 'Vera Burnayev', 'id': 424711422, 'id_str': '424711422', 'indices': [3, 12]}]",6
1036,1,karmasahn,"RT @LotusOak: Physicians Opposed 2 Mandatory #Vaccines Start PHYSICIANS 4 INFORMED CONSENT Organization

https://t.co/kA6tzI9BUu https://t.","""Nature uses only the longest threads to weave her patterns..."" - Richard P. Feynman",,,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","[{'screen_name': 'LotusOak', 'name': 'Vera Burnayev', 'id': 424711422, 'id_str': '424711422', 'indices': [3, 12]}]",46
1037,1,Rambler Hank,"RT @HealthRanger: #Merck in hot water over dangerous shingles vaccine that caused numerous injuries, deaths. https://t.co/g2EtqIdU6a #vacci","""Not all who wander are lost"" JRR Tollkien Wanderer - Witness - Follower of Y'shua (Jesus the Christ) Unapologetically Southern #DeoVindice  #2A  #Maranatha",,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'HealthRanger', 'name': 'HealthRanger', 'id': 15843059, 'id_str': '15843059', 'indices': [3, 16]}]",108
1038,1,Christopher Zubel,RT @HealthRanger: #RobertFKennedy- The vaccine industry OWNS the media and controls everything they say about dangerous #vaccines https://t,"""Peace is not the absence of conflict. It is the ability to handle conflict through peaceful means."" -Ronald Reagan"," Calgary, Alberta
",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'HealthRanger', 'name': 'HealthRanger', 'id': 15843059, 'id_str': '15843059', 'indices': [3, 16]}]",215
1039,0,Stef,Anyone in the Seattle area interested in meeting for a talk on complex reasoning in #vaccines? Note: not accusing https://t.co/0768lPC2u5,"""Reformed microbiologist""; Epi ID #AMR PhD student. RT/posts are #health, #science, politics, sports OPINIONS. Latina-American ???? See MD 4 medical advice",,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
1040,1,Gabriel Salomão BM,"RT @CaliVaxChoice: Babies are getting more than 1,000 micrograms of #aluminum in #vaccines  https://t.co/3gfqbPOleR #StopHerdMentality #va","""Se não puder voar, corra. Se não puder correr, ande. Se não puder andar, rasteje, mas continue em frente de qualquer jeito. - Martin Luther King.","Santo André - SP, Brasil",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","[{'screen_name': 'CaliVaxChoice', 'name': 'CaliVaxChoice', 'id': 578491631, 'id_str': '578491631', 'indices': [3, 17]}]",5
1041,1,happy happy joy joy!,@mortimerzilch @BrittPettibone I hear you on the chem concoctions in vaccines. Poor kiddos. But I dont think pot i https://t.co/4kg1l3ylSs,"""sooner or later you get shone the light, in the strangest of places if you look at it right..."" JG?",,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'mortimerzilch', 'name': 'michaelphillipmiller', 'id': 895084782723317760, 'id_str': '895084782723317760', 'indices': [0, 14]}, {'screen_name': 'BrittPettibone', 'name': 'Brittany Pettibone', 'id': 274316654, 'id_str': '274316654', 'indices': [15, 30]}]",0
1042,0,NotActualFullName,"@RealAlexJones Vaccines work, Alex. Maybe you have autism","""Step into my parlor..."" said The Spider to The Fly.",Venus,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'RealAlexJones', 'name': 'Alex Jones', 'id': 109065990, 'id_str': '109065990', 'indices': [0, 14]}]",0
1043,1,Nakaka,"Robert F. Kennedy, Jr. Exposes New Evidence of CDC Corruption Regarding Vaccines and Autism: https://t.co/BG2rViTarn","""The invisible and the non-existent look very much alike."" --Huang Po
--Question everything.",,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
1044,1,??DisgustedPatriot,"Be Sure To Get Your Shots Little Sheep
?Baby foreskin being used to make vaccines  https://t.co/1Zgw9uD4qT https://t.co/81c4G5pZzk","""The Presidency We Fought For Is Over""(S.Bannon) ?It's Now Up To The MAGA Base To Fight!?",NW PA ,,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",[],0
1045,1,murr,RT @ActivistPost: The Unsubstantiated Medical-Science Proofs About #Vaccines https://t.co/2nOywnP0QA,"""The world is my country, all mankind are my brethren, and to do good is my religion."" -Thomas Paine /",Planet Earth,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'ActivistPost', 'name': 'Activist Post', 'id': 154532994, 'id_str': '154532994', 'indices': [3, 16]}]",9
1046,1,Wallace Kennett,"RT @RealAlexJones: Jeffrey Jaxen explains how the public is nevertheless awakening to the harm done by vaccines, especially HPV &amp; Flu - htt","""Those who would trade Liberty for Security deserve,and will receive,neither.""-Ben Franklin""Without property rights,YOU are the property!""-David Knight-Infowars","El Paso, TX",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'RealAlexJones', 'name': 'Alex Jones', 'id': 109065990, 'id_str': '109065990', 'indices': [3, 17]}]",124
1047,0,Casey Stein,RT @JasonVillalba: 90% drop in neonatal deaths from tetanus and measles. How?  Wait for it. Wait for it. #Vaccines. #TxLege @SarahforHD134,"""We do these things, not because they are easy, but because they are hard"" -John Fitzgerald Kennedy","Kelowna, British Columbia",,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'screen_name': 'JasonVillalba', 'name': 'Jason Villalba', 'id': 394838637, 'id_str': '394838637', 'indices': [3, 17]}, {'screen_name': 'SarahforHD134', 'name': 'Sarah Davis', 'id': 169229045, 'id_str': '169229045', 'indices': [124, 138]}]",10
1048,1,Kashaan Muhammad,"Acronym Killers,EPA,CDC,FDA poisoning water,autism vaccines,GMOs,ChemTrails,$20Tdebt n a narcissistic #POTUS w/d https://t.co/7o1gsIvB57","""Whoever pursue righteousness and love finds life, prosperity and honor."" Proverbs 21:21","Annapolis, Maryland",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],2
1049,0,serendipenstance,"If ""he were to be injured by one of the vaccines, then what. That scares me."" You fucking twat, what about polio
https://t.co/jOJV9sqGbw","""You make a decision, then you turn it into the right one."" - Ethan Canin",,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
1050,0,minion [G],"RT @jamesweakley82: In an age of fake news shaping an election and vaccines being abandoned, there are whole new categories of literacy tha","#?????????? #knowsNothing #Twitter4Fun #Something2Learn #LearnerKtm {random RTs, tweets, replies}
~ #?????? g #FollowsBack :)",Nepal,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'jamesweakley82', 'name': 'James Weakley', 'id': 811660813589237760, 'id_str': '811660813589237760', 'indices': [3, 18]}]",3
1051,1,Vladimir,"RT @RealAlexJones: Jeffrey Jaxen explains how the public is nevertheless awakening to the harm done by vaccines, especially HPV &amp; Flu - htt",#1776Worldwide,"Georgia, USA",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'RealAlexJones', 'name': 'Alex Jones', 'id': 109065990, 'id_str': '109065990', 'indices': [3, 17]}]",124
1052,1,McGowan,"RT @RealNaturalNews: Severe childhood allergies to peanuts, eggs and dairy directly linked to 'trace' ingredients in common #vaccines https","#1984 Winston was right...
RT's ? endorsements
BTC
1H6f84rL4oazW7E3mWpTmsR9HQg8f6u6EC
@McGowan ~~~?gab.ai & https://t.co/pB2WGy0BGG","Los Angeles, Earth, Sol System",,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'RealNaturalNews', 'name': 'RealNaturalNews', 'id': 2871062145, 'id_str': '2871062145', 'indices': [3, 19]}]",5
1053,1,Sean Caron,Awakening Liberty Show LIVE NOW CLICK HERE https://t.co/cuyBlIxTAL  #truth #liberty #conspiracy #vaccines #nwo https://t.co/i2pRDD549k,#Activism #NWO #Truth #Tyranny #ExposeTruth #Prepper #Survival #Rights #NaturalLaw  #Liberty #Freedom #GeoEngineering #Vaccines #NOGMO #EndTheFed #Agenda21,"Reno, NV",,,,"<a href=""http://tweepsmap.com"" rel=""nofollow"">Tweepsmap</a>",[],2
1054,1,ActOf1871.com,RT @HealthRanger: #RobertFKennedy- The vaccine industry OWNS the media and controls everything they say about dangerous #vaccines https://t,#ActOf1871 ABOLISHED united states of America & became #UNITEDSTATESCORPORATION #ArrestTyrants #RestoreTheRepublic #NoKingButKingJesus #RonPaul ????LUT??N,united states of America,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'HealthRanger', 'name': 'HealthRanger', 'id': 15843059, 'id_str': '15843059', 'indices': [3, 16]}]",215
1055,0,Karen I Halabura,RT @DocBastard: Bullshit. Vaccines prevent several deadly and/or debilitating diseases that do not discriminate based on dietary choices. @,#ActuallyAutistic mom of #ActuallyAutistic child #ProScience Triple Citizen USA Chile Canada @AngelKnits4You Fb page https://t.co/IP2mSdS2kI,"Winnipeg, Manitoba",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'DocBastard', 'name': 'Doc Bastard', 'id': 468669904, 'id_str': '468669904', 'indices': [3, 14]}]",107
1056,0,Alex Forshaw,RT @doritmi: Correcting Robert F. Kennedy Jr.s vaccine facts https://t.co/TA0dlzcjJf via @statnews #WhyIVax #vaxxed #cdcwhistleblower #v,"#ActuallyAutistic software developer, geek, nerd and sci-fi fan. Writes, blogs, even dances. Director at @AIMautistic. Eats strawberries too ??","Fleet, England",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'doritmi', 'name': '(((Dorit Reiss)))', 'id': 54886540, 'id_str': '54886540', 'indices': [3, 11]}, {'screen_name': 'statnews', 'name': 'STAT', 'id': 3290364847, 'id_str': '3290364847', 'indices': [92, 101]}]",12
